City_ID,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,guerrero negro,27.9769,-114.0611,80.51,56.0,40.0,8.39,MX,1689618296.0
304,matamoros,25.5333,-103.25,91.11,26.0,20.0,0.0,MX,1689618199.0
305,kambam,5.2505,96.8629,80.29,72.0,100.0,5.75,ID,1689618297.0
306,alenquer,-1.9417,-54.7383,91.4,45.0,88.0,7.99,BR,1689618297.0
307,saskylakh,71.9167,114.0833,43.29,75.0,99.0,10.96,RU,1689618298.0
308,houma,29.5958,-90.7195,93.99,61.0,75.0,1.99,US,1689618299.0
309,salina cruz,16.1667,-95.2,92.79,46.0,100.0,22.91,MX,1689618178.0
310,chulym,55.0997,80.9572,59.13,75.0,14.0,6.15,RU,1689618300.0
311,indian head,38.6001,-77.1622,93.02,52.0,0.0,6.91,US,1689618301.0
312,korla,41.7597,86.1469,89.1,24.0,81.0,19.17,CN,1689618301.0
313,dolinsk,47.35,142.8,55.33,93.0,100.0,1.28,RU,1689618302.0
314,mezocsat,47.8167,20.9167,72.61,90.0,35.0,5.93,HU,1689618302.0
315,pidhorodna,48.107,30.8895,78.8,41.0,8.0,4.45,UA,1689618303.0
316,yulara,-25.2406,130.9889,56.1,53.0,8.0,7.47,AU,1689618303.0
317,colotlan,22.1,-103.2667,81.7,28.0,7.0,4.03,MX,1689618248.0
318,bogotol,56.2078,89.5342,59.13,87.0,66.0,1.07,RU,1689618311.0
319,zhigansk,66.7697,123.3711,48.36,98.0,100.0,12.66,RU,1689618313.0
320,lichuan,30.3,108.85,61.34,73.0,0.0,1.03,CN,1689618153.0
321,taksimo,56.3444,114.8794,63.97,93.0,98.0,2.68,RU,1689618314.0
322,san patricio,28.017,-97.5169,98.55,32.0,18.0,11.03,US,1689618315.0
323,eenhana,-17.4667,16.3333,61.21,23.0,0.0,6.98,NA,1689618315.0
324,filingue,14.3521,3.3168,100.8,26.0,54.0,5.99,NE,1689618315.0
325,marienburg,54.0359,19.0266,73.87,55.0,76.0,5.26,PL,1689618316.0
326,wajima,37.4,136.9,76.6,86.0,53.0,6.76,JP,1689618318.0
327,bantou,26.2151,117.4893,78.04,88.0,91.0,2.08,CN,1689618318.0
328,port hedland,-20.3167,118.5667,55.45,67.0,5.0,6.91,AU,1689618319.0
329,nizhneivkino,58.194,49.5214,62.2,68.0,40.0,4.23,RU,1689618319.0
331,acajutla,13.5928,-89.8275,89.46,55.0,99.0,5.75,SV,1689618221.0
332,oranjemund,-28.55,16.4333,61.29,60.0,3.0,3.89,NA,1689618320.0
333,coquimbo,-29.9533,-71.3436,56.93,82.0,40.0,11.5,CL,1689618117.0
334,ordu,40.9086,37.6845,57.7,83.0,0.0,3.74,TR,1689618321.0
335,mtambile,-5.3833,39.7,77.14,77.0,4.0,16.55,TZ,1689618321.0
336,pacific grove,36.6177,-121.9166,80.38,87.0,0.0,10.0,US,1689618322.0
337,ampanihy,-24.7,44.75,63.36,80.0,33.0,6.96,MG,1689618322.0
338,ippy,6.2679,21.2247,76.15,80.0,20.0,3.85,CF,1689618323.0
339,lixourion,38.2019,20.4314,89.6,45.0,0.0,10.36,GR,1689618323.0
340,cheremshan,54.6667,51.5,60.71,87.0,98.0,6.73,RU,1689618098.0
341,basoko,1.2391,23.616,83.86,50.0,88.0,1.77,CD,1689618324.0
343,kushima,31.4583,131.2333,78.03,96.0,80.0,1.92,JP,1689618325.0
344,peniche,39.3558,-9.3811,75.29,78.0,0.0,15.86,PT,1689618325.0
345,miri,4.4148,114.0089,82.54,89.0,20.0,2.3,MY,1689618326.0
346,diamantino,-14.4086,-56.4461,96.04,20.0,14.0,6.38,BR,1689618326.0
347,bagdarin,54.4333,113.6,56.86,92.0,95.0,3.13,RU,1689618326.0
348,tres arroyos,-38.3739,-60.2798,46.08,47.0,12.0,12.77,AR,1689618327.0
349,arraial do cabo,-22.9661,-42.0278,76.96,78.0,20.0,12.66,BR,1689618221.0
350,weligama,5.9667,80.4167,79.54,88.0,100.0,13.13,LK,1689618328.0
352,tomohon,1.3346,124.8392,68.94,91.0,98.0,3.65,ID,1689618329.0
353,west bay,19.3667,-81.4167,91.47,76.0,40.0,12.66,KY,1689618329.0
355,garden city,42.3256,-83.331,82.2,50.0,75.0,12.66,US,1689618236.0
356,cheyenne,41.14,-104.8203,91.78,28.0,0.0,8.05,US,1689618264.0
357,baruun-urt,46.6806,113.2792,72.0,40.0,48.0,11.81,MN,1689618160.0
358,ust-maya,60.4167,134.5333,47.79,86.0,84.0,3.83,RU,1689618331.0
359,elko,41.0002,-115.5012,89.62,21.0,65.0,13.0,US,1689618331.0
360,moses lake,47.1301,-119.2781,81.28,29.0,0.0,17.27,US,1689618332.0
362,smithers,54.7804,-127.1743,62.92,67.0,75.0,8.05,CA,1689618333.0
363,sosnovo-ozerskoye,52.5249,111.5418,56.34,95.0,73.0,2.8,RU,1689618334.0
364,teahupoo,-17.8333,-149.2667,69.76,66.0,28.0,8.43,PF,1689618335.0
365,bay roberts,47.5999,-53.2648,86.65,63.0,90.0,11.59,CA,1689617758.0
366,rocha,-34.4833,-54.3333,50.43,51.0,9.0,16.98,UY,1689618227.0
367,rio gallegos,-51.6226,-69.2181,39.25,65.0,0.0,13.8,AR,1689618223.0
369,aljezur,37.3191,-8.8033,71.42,63.0,3.0,11.41,PT,1689618337.0
370,alyangula,-13.8483,136.4192,71.15,84.0,30.0,9.53,AU,1689618337.0
371,thunder bay,48.4001,-89.3168,64.38,59.0,75.0,14.97,CA,1689618338.0
372,billings,45.7833,-108.5007,82.51,45.0,75.0,4.61,US,1689618264.0
373,namatanai,-3.6667,152.4333,79.66,86.0,88.0,11.72,PG,1689618339.0
374,redmond,47.674,-122.1215,72.73,71.0,100.0,4.0,US,1689618114.0
375,rio de janeiro,-22.9028,-43.2075,76.95,69.0,75.0,12.66,BR,1689618091.0
376,udaipura,23.0833,78.5,81.66,82.0,100.0,4.41,IN,1689618340.0
377,egvekinot,66.3167,-179.1667,57.22,69.0,8.0,4.79,RU,1689618340.0
378,sampit,-2.5333,112.95,72.25,96.0,59.0,2.66,ID,1689618341.0
379,riyadh,24.6877,46.7219,96.94,7.0,2.0,8.61,SA,1689618059.0
380,marzuq,14.4,46.4667,88.3,38.0,42.0,3.49,YE,1689618341.0
381,buenos aires,-34.6132,-58.3772,51.53,40.0,0.0,13.0,AR,1689617838.0
382,bafia,4.75,11.2333,73.08,92.0,82.0,2.73,CM,1689618342.0
383,bull savanna,17.8868,-77.5902,87.6,61.0,49.0,16.98,JM,1689618343.0
384,kaitangata,-46.2817,169.8464,52.57,76.0,100.0,14.65,NZ,1689618343.0
385,sitka,57.0531,-135.33,60.69,72.0,75.0,5.75,US,1689618138.0
386,kalmunai,7.4167,81.8167,82.63,73.0,100.0,8.16,LK,1689618344.0
387,antibes,43.5624,7.1278,87.62,75.0,20.0,4.61,FR,1689618344.0
388,juneau,58.3019,-134.4197,60.22,95.0,100.0,9.22,US,1689618142.0
389,sao filipe,14.8961,-24.4956,77.2,81.0,55.0,11.45,CV,1689618345.0
391,shenjiamen,29.9576,122.298,78.44,94.0,68.0,6.6,CN,1689618345.0
393,iskandar,41.5539,69.7008,77.85,22.0,0.0,5.68,UZ,1689618346.0
394,ponta do sol,32.6667,-17.1,76.71,67.0,38.0,4.21,PT,1689618347.0
395,zabol,32.25,67.25,80.85,16.0,0.0,6.55,AF,1689618347.0
396,matara,5.9485,80.5353,79.36,89.0,100.0,12.77,LK,1689618347.0
397,nuevitas,21.5453,-77.2644,89.31,61.0,10.0,13.87,CU,1689618348.0
398,tual,-5.6667,132.75,79.59,78.0,100.0,16.78,ID,1689618348.0
399,manzil salim,35.8567,8.4765,102.36,11.0,31.0,12.1,TN,1689618349.0
400,shelburne,44.0787,-80.2041,77.76,64.0,19.0,14.34,CA,1689618250.0
401,port-cartier,50.0334,-66.8654,73.62,88.0,96.0,8.34,CA,1689618349.0
402,lata,40.1629,-8.3327,83.48,43.0,3.0,7.67,PT,1689618350.0
403,kholtoson,50.2981,103.3097,52.39,98.0,38.0,0.58,RU,1689618350.0
404,dingle,10.9995,122.6711,75.9,87.0,96.0,6.24,PH,1689618350.0
405,lima,-12.0432,-77.0282,71.85,60.0,75.0,6.91,PE,1689618054.0
406,roebourne,-20.7833,117.1333,67.06,40.0,5.0,4.21,AU,1689618351.0
407,kuching,1.55,110.3333,79.02,94.0,20.0,2.3,MY,1689618231.0
409,bayir,37.2687,28.2167,91.26,26.0,0.0,5.91,TR,1689618352.0
410,atar,20.5169,-13.0499,100.45,17.0,97.0,3.44,MR,1689618353.0
412,baturaja,-4.1333,104.1667,72.41,99.0,36.0,2.48,ID,1689618353.0
413,santo domingo,18.5001,-69.9886,78.48,94.0,75.0,5.75,DO,1689618354.0
414,ilulissat,69.2167,-51.1,42.82,100.0,75.0,4.61,GL,1689618354.0
415,itarema,-2.9248,-39.9167,84.79,62.0,23.0,20.51,BR,1689618354.0
417,erzin,36.9559,36.2,82.31,40.0,0.0,7.16,TR,1689618355.0
418,maniitsoq,65.4167,-52.9,42.22,98.0,100.0,13.87,GL,1689618355.0
419,setermoen,68.861,18.3486,63.1,74.0,100.0,5.53,NO,1689618356.0
420,benidorm,38.5382,-0.131,85.48,76.0,0.0,11.34,ES,1689618356.0
421,saint-joseph,-21.3667,55.6167,70.18,85.0,26.0,12.73,RE,1689618356.0
422,maceio,-9.6658,-35.7353,81.84,69.0,40.0,12.66,BR,1689618357.0
423,ust-kuyga,70.0167,135.6,54.0,65.0,100.0,2.53,RU,1689618357.0
424,dauphin,51.1494,-100.0502,73.54,46.0,20.0,8.05,CA,1689618357.0
425,jalu,29.0331,21.5482,95.63,19.0,0.0,10.42,LY,1689618358.0
426,lethem,3.3803,-59.7968,88.29,57.0,34.0,0.25,GY,1689618358.0
427,mishelevka,52.8575,103.1719,58.82,82.0,73.0,9.19,RU,1689618359.0
428,buala,-8.145,159.5921,79.02,82.0,82.0,2.19,SB,1689618136.0
429,vao,-22.6667,167.4833,68.5,63.0,67.0,22.35,NC,1689618360.0
430,klyuchi,52.2667,79.1667,67.44,57.0,9.0,6.08,RU,1689618360.0
431,dourados,-22.2211,-54.8056,72.09,52.0,72.0,6.71,BR,1689618360.0
432,gobabis,-22.45,18.9667,56.53,27.0,0.0,10.29,NA,1689618361.0
433,tuatapere,-46.1333,167.6833,50.09,91.0,100.0,7.25,NZ,1689618361.0
434,banda aceh,5.5577,95.3222,80.76,81.0,100.0,15.52,ID,1689618361.0
435,nachingwea,-10.3833,38.7667,74.34,42.0,58.0,2.82,TZ,1689618362.0
436,chabahar,25.2919,60.643,84.36,84.0,3.0,6.49,IR,1689618362.0
437,anderson,34.5334,-82.6499,90.03,50.0,0.0,5.75,US,1689618104.0
438,la ronge,55.1001,-105.2842,71.82,43.0,0.0,9.22,CA,1689618363.0
439,vila franca do campo,37.7167,-25.4333,72.01,76.0,89.0,4.09,PT,1689618364.0
440,dognecea,45.2742,21.7569,86.83,59.0,0.0,4.16,RO,1689618364.0
441,behshahr,36.6923,53.5526,73.35,84.0,90.0,6.08,IR,1689618364.0
442,salinopolis,-0.6136,-47.3561,83.53,71.0,11.0,14.43,BR,1689618128.0
444,lubango,-14.9172,13.4925,60.91,33.0,12.0,3.58,AO,1689618366.0
445,redding,40.5865,-122.3917,99.48,27.0,0.0,6.91,US,1689618362.0
446,arman,59.7,150.1667,54.01,93.0,73.0,1.01,RU,1689618367.0
447,brigantine,39.4101,-74.3646,91.06,59.0,59.0,4.0,US,1689618368.0
448,boa vista,2.8197,-60.6733,91.38,49.0,75.0,6.91,BR,1689618368.0
449,muros,42.7762,-9.0603,84.69,63.0,0.0,13.44,ES,1689618368.0
450,brownsville,25.9018,-97.4975,100.35,50.0,20.0,16.11,US,1689618192.0
451,san jose del palmar,4.9742,-76.2283,71.71,87.0,88.0,3.18,CO,1689618369.0
452,belmonte,-15.8631,-38.8828,78.82,68.0,20.0,7.92,BR,1689618370.0
453,camana,-16.6228,-72.7111,69.01,69.0,47.0,10.45,PE,1689618370.0
454,los llanos de aridane,28.6585,-17.9182,73.15,78.0,20.0,17.27,ES,1689618370.0
455,janesville,42.6828,-89.0187,77.16,51.0,40.0,12.66,US,1689618244.0
456,ibra,22.6906,58.5334,92.12,35.0,87.0,1.57,OM,1689618371.0
457,olinda,-8.0089,-34.8553,82.13,69.0,40.0,12.66,BR,1689618371.0
459,yilan,24.757,121.753,86.02,86.0,100.0,1.95,TW,1689618372.0
460,terrace,54.5163,-128.6035,66.22,72.0,75.0,12.66,CA,1689618373.0
461,katherine,-14.4667,132.2667,66.52,48.0,47.0,8.05,AU,1689618373.0
462,mitchell,43.7094,-98.0298,72.73,46.0,0.0,5.75,US,1689618185.0
463,pangnirtung,66.1451,-65.7125,47.43,85.0,99.0,2.91,CA,1689618374.0
464,bandar-e lengeh,26.5579,54.8807,93.31,75.0,14.0,9.22,IR,1689618374.0
465,pasighat,28.0667,95.3333,75.7,88.0,99.0,1.77,IN,1689618374.0
466,cam ranh,11.9214,109.1591,84.16,70.0,75.0,11.5,VN,1689618375.0
467,ushtobe,45.2514,77.9838,78.91,23.0,0.0,9.84,KZ,1689618375.0
468,chulman,56.8479,124.9104,60.3,82.0,25.0,5.77,RU,1689618375.0
469,longyearbyen,78.2186,15.6401,48.04,57.0,20.0,14.97,SJ,1689618376.0
470,san jose de rio tinto,14.9333,-85.7,92.77,74.0,83.0,5.97,HN,1689618376.0
471,faanui,-16.4833,-151.75,77.86,71.0,12.0,11.21,PF,1689618377.0
472,cantaura,9.3057,-64.3584,92.61,41.0,32.0,11.39,VE,1689618377.0
473,changying,52.8733,123.3213,65.53,58.0,51.0,4.63,CN,1689618377.0
474,serramanna,39.4244,8.9244,91.2,70.0,20.0,6.91,IT,1689618378.0
476,sapele,5.8941,5.6767,78.15,89.0,88.0,4.52,NG,1689618378.0
477,winnemucca,40.973,-117.7357,92.95,17.0,92.0,22.93,US,1689618126.0
478,puerto ayacucho,5.6639,-67.6236,86.54,66.0,45.0,5.17,VE,1689618299.0
479,clyde river,70.4692,-68.5914,48.43,71.0,75.0,10.36,CA,1689618380.0
480,apomu,7.3333,4.1833,84.06,96.0,64.0,3.74,NG,1689618380.0
481,olivet,47.8622,1.8991,80.98,36.0,0.0,9.22,FR,1689618356.0
482,taoudenni,22.6783,-3.9836,106.99,18.0,61.0,6.31,ML,1689618381.0
483,aketi,2.7388,23.7833,83.75,47.0,89.0,1.05,CD,1689618381.0
484,loralai,30.3705,68.598,84.47,49.0,1.0,11.16,PK,1689618382.0
485,amahai,-3.3333,128.9167,83.08,88.0,83.0,3.6,ID,1689618382.0
486,kiunga,-6.1219,141.2906,72.43,95.0,79.0,1.92,PG,1689618382.0
487,koutsouras,35.0339,25.9469,80.15,58.0,0.0,12.24,GR,1689618383.0
488,conil,44.9673,3.7177,72.91,58.0,3.0,4.34,FR,1689618383.0
489,kachiry,53.0675,76.1036,68.83,56.0,41.0,5.91,KZ,1689618384.0
490,semnan,35.5729,53.3971,74.73,53.0,4.0,16.62,IR,1689618384.0
491,samarai,-10.6167,150.6667,77.88,76.0,92.0,11.79,PG,1689618384.0
493,springdale,36.1867,-94.1288,88.72,67.0,20.0,15.66,US,1689618342.0
494,san quintin,30.4833,-115.95,75.97,68.0,73.0,8.55,MX,1689618386.0
495,zabaykalsk,49.6333,117.3167,70.48,50.0,80.0,7.85,RU,1689618386.0
496,havre-saint-pierre,50.2334,-63.5986,68.36,94.0,100.0,9.22,CA,1689618386.0
497,qui nhon,13.7667,109.2333,79.54,82.0,100.0,8.79,VN,1689618387.0
498,elliot lake,46.3834,-82.6331,68.36,48.0,56.0,9.75,CA,1689618387.0
499,mangochi,-14.4782,35.2645,66.29,44.0,2.0,4.12,MW,1689618387.0
500,grand gaube,-20.0064,57.6608,73.8,72.0,23.0,5.99,MU,1689618388.0
501,alofi,-19.0595,-169.9187,67.89,94.0,100.0,3.44,NU,1689618388.0
502,north bend,43.4065,-124.2243,75.92,73.0,75.0,11.5,US,1689618123.0
503,natal,-5.795,-35.2094,83.05,65.0,75.0,18.41,BR,1689618240.0
504,monrovia,6.3005,-10.7969,80.37,85.0,100.0,9.95,LR,1689618322.0
505,port-gentil,-0.7193,8.7815,75.16,83.0,100.0,10.36,GA,1689618230.0
506,marivan,35.5219,46.176,75.36,19.0,0.0,0.87,IR,1689618390.0
507,east moline,41.5009,-90.4443,76.66,56.0,0.0,7.0,US,1689618122.0
508,tokur,53.1333,132.9,56.77,83.0,15.0,2.46,RU,1689618391.0
509,umm lajj,25.0213,37.2685,92.75,41.0,0.0,7.2,SA,1689618391.0
510,agadez,19.75,10.25,96.55,8.0,0.0,8.21,NE,1689618392.0
511,omboue,-1.5746,9.2618,71.6,85.0,97.0,8.08,GA,1689618392.0
512,xochihuehuetlan,17.9167,-98.4333,85.15,41.0,97.0,3.04,MX,1689618392.0
513,yar-sale,66.8333,70.8333,55.51,91.0,76.0,4.12,RU,1689618393.0
514,beira,-19.8436,34.8389,64.49,88.0,0.0,5.75,MZ,1689618393.0
515,sao desiderio,-12.3633,-44.9733,94.01,17.0,13.0,9.64,BR,1689618393.0
516,dunedin,-45.8742,170.5036,56.8,44.0,96.0,3.0,NZ,1689618119.0
517,waipawa,-41.4122,175.5153,44.11,87.0,51.0,6.6,NZ,1689618394.0
518,urumqi,43.801,87.6005,77.95,41.0,0.0,6.71,CN,1689618394.0
519,kargasok,59.0556,80.8572,57.27,65.0,9.0,5.46,RU,1689618395.0
520,borogontsy,62.6683,131.1683,50.61,69.0,69.0,8.34,RU,1689618395.0
521,sao joao da barra,-21.6403,-41.0511,80.69,69.0,10.0,13.0,BR,1689618395.0
522,anadyr,64.75,177.4833,63.1,82.0,0.0,8.01,RU,1689618357.0
523,pokrovsk,48.282,37.1758,68.97,57.0,78.0,2.21,UA,1689618396.0
524,dvinskoy,62.1535,45.1175,68.23,63.0,71.0,2.21,RU,1689618097.0
525,taunggyi,20.7833,97.0333,64.87,95.0,20.0,2.55,MM,1689618397.0
526,mount isa,-20.7333,139.5,64.17,48.0,30.0,6.91,AU,1689618397.0
527,leh,34.1667,77.5833,68.25,42.0,48.0,5.01,IN,1689618398.0
528,iacu,-12.7672,-40.2117,84.83,43.0,79.0,10.25,BR,1689618398.0
529,padampur,29.6833,73.6167,97.3,45.0,64.0,7.09,IN,1689618399.0
531,calvinia,-31.4707,19.776,59.59,33.0,0.0,4.92,ZA,1689618401.0
532,akaszto,46.6917,19.2042,84.42,66.0,17.0,10.98,HU,1689618401.0
533,porto novo,6.4965,2.6036,82.22,81.0,63.0,8.3,BJ,1689618406.0
534,avera,33.194,-82.5271,86.05,35.0,93.0,3.47,US,1689618407.0
537,sena madureira,-9.0656,-68.6569,96.01,35.0,20.0,2.19,BR,1689618408.0
538,hanna,51.6334,-111.9018,76.86,46.0,69.0,8.99,CA,1689618409.0
539,itoman,26.1247,127.6694,82.78,92.0,20.0,14.97,JP,1689618410.0
540,ipixuna,-1.7625,-48.8043,84.45,59.0,37.0,1.7,BR,1689618410.0
541,chanute,37.6792,-95.4572,82.62,74.0,20.0,8.05,US,1689618411.0
542,ferndale,42.4606,-83.1347,83.19,52.0,75.0,10.36,US,1689618340.0
543,hambantota,6.1241,81.1185,80.94,94.0,20.0,8.05,LK,1689618416.0
544,angatuba,-23.4897,-48.4128,74.77,49.0,27.0,5.01,BR,1689618417.0
545,san juan bautista,-14.0108,-75.7358,80.98,31.0,3.0,4.05,PE,1689618417.0
546,tibati,6.4667,12.6333,70.11,89.0,78.0,1.74,CM,1689618417.0
547,sao joao do piaui,-8.3581,-42.2467,93.54,23.0,0.0,10.69,BR,1689618418.0
548,muli,2.9167,73.5667,83.79,74.0,32.0,9.33,MV,1689618418.0
549,sanok,49.5557,22.2056,70.43,97.0,100.0,1.16,PL,1689618418.0
550,cobija,-11.0267,-68.7692,89.78,55.0,75.0,2.3,BO,1689618419.0
551,novotroitsk,51.203,58.3266,63.3,80.0,25.0,7.61,RU,1689618419.0
552,umm bab,25.2142,50.8072,94.42,43.0,4.0,6.76,QA,1689618419.0
553,wuhu,31.3366,118.3755,75.42,98.0,14.0,5.99,CN,1689618420.0
554,jacareacanga,-6.2222,-57.7528,96.42,31.0,41.0,3.02,BR,1689618420.0
555,blythe,33.6103,-114.5964,106.25,26.0,47.0,11.5,US,1689618420.0
556,yumen,40.2833,97.2,83.32,14.0,0.0,8.46,CN,1689618421.0
557,jimma,7.6667,36.8333,60.12,95.0,91.0,2.21,ET,1689618421.0
558,esfarayen,37.0765,57.5101,69.46,59.0,12.0,14.52,IR,1689618422.0
559,kyren,51.6828,102.1408,60.08,97.0,99.0,1.79,RU,1689618405.0
560,portland,45.5234,-122.6762,73.67,62.0,75.0,5.75,US,1689618175.0
561,gitega,-3.5,29.95,62.85,49.0,38.0,3.91,BI,1689618423.0
562,wattegama,6.7989,81.4808,78.62,79.0,100.0,8.5,LK,1689618423.0
563,caluquembe,-13.7833,14.6833,62.38,31.0,2.0,4.76,AO,1689618424.0
564,galle,6.0367,80.217,80.51,86.0,99.0,14.47,LK,1689618424.0
565,sola,-13.8833,167.55,77.67,94.0,100.0,9.22,VU,1689618424.0
566,gossas,14.4912,-16.0642,96.82,40.0,100.0,2.64,SN,1689618425.0
567,bonthe,7.5264,-12.505,78.84,84.0,95.0,9.62,SL,1689618425.0
568,tete,-16.1564,33.5867,73.49,33.0,0.0,9.22,MZ,1689618426.0
569,troitskoye,52.9821,84.6757,61.14,77.0,74.0,5.35,RU,1689618426.0
570,port keats,-14.25,129.55,68.58,43.0,54.0,9.01,AU,1689618427.0
571,zverinogolovskoye,54.4586,64.8542,67.37,75.0,93.0,4.07,RU,1689618428.0
572,havoysund,70.9963,24.6622,61.03,87.0,43.0,8.34,NO,1689618428.0
573,fare,-16.7,-151.0167,77.81,71.0,2.0,11.5,PF,1689618429.0
574,ascension,30.2169,-90.9001,93.11,65.0,40.0,0.0,US,1689618429.0
575,sibolga,1.7427,98.7792,76.32,91.0,100.0,3.6,ID,1689618430.0
576,college,64.8569,-147.8028,69.1,73.0,20.0,3.44,US,1689618430.0
577,karratha,-20.7377,116.8463,66.49,41.0,5.0,4.38,AU,1689618430.0
578,khorramshahr,30.4397,48.1664,102.16,13.0,0.0,6.91,IR,1689618431.0
579,akyab,20.15,92.9,81.03,85.0,48.0,6.8,MM,1689618431.0
580,atasu,48.6814,71.6433,77.27,39.0,58.0,20.2,KZ,1689618432.0
581,neringa,55.3719,21.0647,66.94,76.0,44.0,12.8,LT,1689618433.0
582,maridi,4.9158,29.4742,74.71,67.0,91.0,2.95,SS,1689618433.0
583,charters towers,-20.1,146.2667,63.12,72.0,100.0,9.35,AU,1689618434.0
584,noumea,-22.2763,166.4572,70.0,99.0,76.0,14.14,NC,1689618435.0
585,turukhansk,65.8167,87.9833,55.36,75.0,93.0,14.07,RU,1689618435.0
587,hernani,43.2662,-1.9762,75.61,69.0,40.0,3.44,ES,1689618436.0
588,gualaquiza,-3.4,-78.55,63.84,98.0,100.0,1.21,EC,1689618437.0
589,paciran,-6.8767,112.3761,75.27,82.0,12.0,5.48,ID,1689618437.0
590,langsa,4.4683,97.9683,75.02,96.0,77.0,1.99,ID,1689618437.0
591,necochea,-38.5473,-58.7368,47.26,61.0,56.0,20.49,AR,1689618438.0
592,tyukhtet,56.5389,89.3011,55.9,83.0,65.0,3.51,RU,1689618438.0
593,soc trang,9.6033,105.98,77.14,87.0,100.0,11.32,VN,1689618439.0
594,chimore,-16.9833,-65.1333,68.81,78.0,89.0,3.69,BO,1689618439.0
597,cattolica,43.9575,12.7376,88.88,57.0,0.0,9.22,IT,1689618440.0
598,bubaque,11.2833,-15.8333,78.19,88.0,100.0,12.08,GW,1689618440.0
599,richards bay,-28.783,32.0377,66.47,79.0,0.0,10.11,ZA,1689618441.0
601,muborak,39.2553,65.1528,91.2,15.0,0.0,11.81,UZ,1689618442.0
602,lavrentiya,65.5833,-171.0,50.94,81.0,40.0,4.83,RU,1689618442.0
